Name,Date,City ,State,Observer,Vessel,GIS Latitude,GIS Longitude,Depth (ft),Location,Region/Buoy#,Wind Spd. (knots),Air Temp (oF),SST (oF),Bottom Temp (oF),Cloud Cover,Baseline Indicator,Baseline Indicator,Baseline Indicator,Bleaching?,Severity,% bleached,Branching/Pillar,Brain,Encrusting/Mound/Boulder,Flowering/Cup,Leaf/Plate/Sheet,Fleshy,Disease?,Disease Branching/Pillar,Disease Brain,Disease Encrusting/Mound/Boulder,Disease Flowering/Cup,Disease Leaf/Plate/Sheet,Disease Fleshy,Notes,,,,,,,,,,,,,,,,,,,,
Cory Walter,8/19/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.51624,-81.70185,30,FRRP 3006,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.56350,-81.48100,Not Provided,Midchannel E,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.56520,-81.49700,Not Provided,Midchannel D,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.55830,-81.50900,Not Provided,Midchannel C,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.56840,-81.55100,Not Provided,Midchannel B,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.59010,-81.56900,Not Provided,Inshore 2,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.58580,-81.58000,Not Provided,Inshore 1,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.58570,-81.58300,Not Provided,Andy's,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Partial Bleaching ,1-10%,Not Provided,Bleached White,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.54550,-81.57900,Not Provided,Midchannel A,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,1-10%,No Stress,Partial Bleaching,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.53023,-81.49030,Not Provided,West of Looe 3,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.53072,-81.48630,Not Provided,West of Looe 2,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.54467,-81.40860,Not Provided,Looe Key Reef SPA,#3,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.54583,-81.40440,Not Provided,Looe Key Reef SPA,#9,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.56712,-81.38910,Not Provided,Looe Key Reef ROA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.57997,-81.28780,Not Provided,Bahia Honda 1,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.58517,-81.25260,Not Provided,Bahia Honda 2,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.60410,-81.31400,Not Provided,Midchannel J,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.62600,-81.35000,Not Provided,Inshore 3,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,Palythoa,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.59020,-81.36700,Not Provided,Midchannel 1,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.59890,-81.40200,Not Provided,Midchannel H,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/19/2020,Big Pine Key,Florida,Research,NOVA University,24.57790,-81.43900,Not Provided,Midchannel F,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Erich Bartels,8/20/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.60577,-81.42903,Not Provided,Carly's Inshore site,Not Provided,10-15 kts,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Bleached White ,76-100%,Not Present,Bleached White,Bleached White,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Samantha Simpson,8/20/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53902,-81.43615,40,FRRP,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,11-30%,Not Present,No Stress,Partial Bleaching,No Stress,No Stress,Not Present,No,Not Present,Not Present,"Not Present, Other",Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Samantha Simpson,8/20/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.56632,-81.35576,20,FRRP,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Samantha Simpson,8/20/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53671,-81.45095,50,FRRP,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Partial Bleaching ,31-50%,Not Present,Not Present,Partial Bleaching,Not Present,Partial Bleaching,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/28/2020,Big Pine Key,Florida,Research,NOVA University,24.62590,-81.11060,20,Sombrero Reef,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/28/2020,Big Pine Key,Florida,Research,NOVA University,24.69323,-81.02080,20,MK48-1,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Paling (entire coral),1-10%,No Stress,Paling,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/28/2020,Big Pine Key,Florida,Research,NOVA University,24.68817,-81.04010,20,MK48-5,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/28/2020,Big Pine Key,Florida,Research,NOVA University,24.68460,-81.04750,20,MK 48-7,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,8/28/2020,Big Pine Key,Florida,Research,NOVA University,24.69741,-81.03730,20,Inshore Marathon,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,No Stress,Paling,Paling,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/28/2020,Key West,Florida,Resident,Private,24.54273,-81.78975,10 ft or less,Casa Marina Reef,Not Provided,5-10 kts,88,86,83,Partly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Allyson DeMerlis,8/30/2020,Miami,Florida,Visitor,Private,25.13009,-80.29296,20,Northern Dry Rocks EMA,Not Provided,Calm,Not Provided,Not Provided,89,Not Provided,Palythoa,None,None,Yes,Partial Bleaching ,11-30%,Bleached White,Paling,No Stress,No Stress,No Stress,No Stress,Yes,White Plague Disease,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/30/2020,Key West,Florida,Resident,Private,24.44518,-81.92748,20,Western Dry Rocks ,#4,Calm,86,85,81,Partly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,8/30/2020,Key West,Florida,Resident,Private,24.45435,-81.85813,20,Rock Key SPA,#5,5-10 kts,85,85,81,Partly Cloudy,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/1/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.49444,-81.65017,30,FRRP 1420,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (entire coral),1-10%,Not Present,No Stress,Paling,Not Present,No Stress,Not Present,Yes,Not Provided,Not Provided,Black Band Disease,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/1/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.50212,-81.74743,30,FRRP 1410,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (entire coral),1-10%,No Stress,No Stress,Paling,No Stress,No Stress,No Stress,Yes,Not Provided,Not Provided,Stony Coral Tissue Loss (SCTLD),Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/1/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.49625,-81.64919,20,FRRP 1417,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Yes,Partial Bleaching ,1-10%,Not Provided,Not Provided,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/2/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.50882,-81.63148,10 ft or less,Strat 1 FRRP,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/2/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.50364,-81.60975,40,FRRP 1408,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/2/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52454,-81.63573,20,FRRP 3007,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Not Provided,Paling,Not Provided,No Stress,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Bill Ferrell,9/7/2020,Long Key,Florida,Resident,Private,24.56188,-81.34090,60,approximately 1 mile sw of big pine shoal,Not Provided,10-15 kts,86,86,86,Mostly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,9/7/2020,Big Pine Key,Florida,Research,NOVA University,24.54558,-81.40620,30,Looe Key Reef SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Karen Neely,9/7/2020,Big Pine Key,Florida,Research,NOVA University,24.61476,-80.39342,10 ft or less,Newfound Harbor SPA,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Partial Bleaching ,76-100%,Not Present,Partial Bleaching,Paling,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Danielle Morley,9/7/2020,Marathon,Florida,Research,Florida Wildlife Research Institute (FWRI),24.49947,-83.12150,107,Riley's Hump,Not Provided,Calm,Not Provided,Not Provided,85,Partly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No bleaching and no disease observed,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/8/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53021,-81.48864,30,Site C Outplant,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/8/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52275,-81.52003,20,American Shoals,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/8/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.51854,-81.54061,30,Site AB Outplant,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/8/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52875,-81.65281,20,FRRP 1391,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/8/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.51012,-81.56931,20,FRRP 2409,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Mostly Cloudy,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/9/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.45889,-81.84602,30,Eastern Dry Rocks SPA,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Partly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Provided,Not Provided,Stony Coral Tissue Loss (SCTLD),Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52107,-81.69540,20,FRRP Strat 1,Not Provided,5-10 kts,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52135,-81.66830,20,FRRP 2405,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,No Stress,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52777,-81.65999,20,FRRP 2395,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,Paling,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.52290,-81.63599,10 ft or less,FRRP 1388,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,Not Provided,Paling,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53651,-81.63311,20,FRRP 2392,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,Yes,Paling (entire coral),1-10%,Not Provided,Paling,Paling,Not Provided,Not Provided,Not Provided,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/10/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.53485,-81.59805,20,FRRP 1386,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Fire Coral,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Peter Horton,9/10/2020,Key West,Florida,Resident,Private,24.44505,-81.92760,30,Western Dry Rocks,Not Provided,5-10 kts,85,84,79,Mostly Cloudy,Not Provided,Not Provided,Not Provided,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Jake Quillinan,9/11/2020,Key west,Florida,Resident,Private,24.54486,-81.81016,20,Fort Zachary Taylor State Park,Not Provided,5-10 kts,88,75,70,Partly Cloudy,Palythoa,None,None,Yes,Bleached White,76-100%,Paling,Paling,Paling,Not Present,Not Present,Not Present,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,"Mostly brain corals and boulder corals at the site were either completely bleached or paling. Only one colony I found had gray, dead tissue. The rest had their polyps out, but we’re definitely bleached/stressed.",,,,,,,,,,,,,,,,,,,,
Cory Walter,9/11/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.55736,-81.34500,80,Offshore,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,Yes,Not Provided,Not Provided,Stony Coral Tissue Loss (SCTLD),Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/11/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.55683,-81.36023,20,Site Y,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cory Walter,9/11/2020,Summerland Key,Florida,Research,Mote Marine Laboratory (MML),24.59288,-81.36598,20,Near Munson,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,Not Provided,No comments,,,,,,,,,,,,,,,,,,,,
Cynthia Lewis,9/14/2020,LONG KEY,Florida,Research,Florida Keys Marine Laboratory (KML),24.77965,-80.73415,20,20DRM-1299 Tennessee Reef,Not Provided,10-15 kts,88,84,84,Mostly Cloudy,None,None,None,No,None,0%,No Stress,No Stress,No Stress,No Stress,No Stress,No Stress,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,several DSTO and SSID recruits,,,,,,,,,,,,,,,,,,,,
Cynthia Lewis,9/14/2020,LONG KEY,Florida,Research,Florida Keys Marine Laboratory (KML),24.77469,-80.73811,20,20DRM-1300 Tennessee Reef,Not Provided,10-15 kts,88,84,84,Mostly Cloudy,None,None,None,Yes,Partial Bleaching ,1-10%,Partial Bleaching,Partial Bleaching,Partial Bleaching,Not Present,Not Present,Not Present,No,Not Present,Not Present,Not Present,Not Present,Not Present,Not Present,"recruits: DSTO, PAST, SSID; partial bleaching: SSID, PPOR, DSTI, MCAV",,,,,,,,,,,,,,,,,,,,
